,year,city,gradeScore,sellingCondition,marketplacePrice,mileage,Transmission,make,model
12216,2005,Lagos,,foreign,0,98165,Automatic,Toyota,4-Runner
12217,2005,Rivers,,,0,89000,Automatic,Mercedes-Benz,E 300
12218,2014,Lagos,,foreign,0,15689,Automatic,Honda,Civic
12219,2008,Lagos,,foreign,3005000,0,Automatic,Toyota,Camry
12220,2010,Lagos,,foreign,4745000,55623,Automatic,Mercedes-Benz,C 300
12221,2008,Lagos,,foreign,4965000,95000,Automatic,Toyota,Highlander
12222,2010,Lagos,,foreign,3865000,0,Automatic,Honda,Pilot
12223,2001,Lagos,,foreign,670500,165000,Automatic,Honda,CR-V
12224,2008,Abuja,,,0,114080,Automatic,Toyota,Camry
12225,2008,Lagos,,foreign,4195000,0,Automatic,Lexus,ES 300
12226,2007,Lagos,,foreign,2602500,102432,Automatic,Toyota,Corolla
12227,2005,Lagos,,foreign,0,120000,Automatic,Lexus,GX 470
12228,2016,Abuja,,foreign,10465000,67800,Automatic,Toyota,4-Runner
12229,2007,Lagos,,foreign,4415000,1,Automatic,Lexus,RX 200
12230,2016,Lagos,,foreign,0,65542,Automatic,Lexus,RX 200
12231,2010,Lagos,,foreign,0,0,Automatic,Lexus,RX 200
12232,2008,Lagos,,foreign,3177500,97852,Automatic,Ford,Edge
12233,2004,Lagos,,foreign,3465000,0,Automatic,Nissan,Frontier
12234,2013,Lagos,,foreign,7165000,50,Automatic,Mercedes-Benz,C 350
12235,2005,Lagos,,foreign,3235000,0,Automatic,Toyota,4-Runner
12236,2006,Abuja,,foreign,2430000,10000,Automatic,Toyota,Corolla
12237,2005,Lagos,,foreign,3235000,0,Automatic,Lexus,ES 330
12238,2016,Lagos,,foreign,6835000,84555,Automatic,Toyota,Corolla
12239,2017,Lagos,,,0,0,Automatic,Mercedes-Benz,GLE 450
12240,2008,Lagos,,foreign,6615000,0,Automatic,Toyota,Highlander
12241,2015,Lagos,,foreign,10465000,0,Automatic,Mercedes-Benz,C 300
12242,2004,Lagos,,foreign,2199999,89655,Automatic,Toyota,Camry
12243,2007,Lagos,,foreign,2372500,93,Automatic,Toyota,Corolla
12244,2006,Lagos,,foreign,5405000,59857,Automatic,Lexus,GX 470
12245,2010,Lagos,,,0,103529,Automatic,Toyota,Camry
12246,2003,Lagos,,foreign,2545000,0,Automatic,Lexus,RX 300
12247,2005,Lagos,,foreign,2430000,0,Automatic,Toyota,Corolla
12248,2015,Lagos,,foreign,14865000,0,Automatic,Toyota,Highlander
12249,2014,Lagos,,foreign,0,0,Automatic,Toyota,Venza
12250,2008,Lagos,,foreign,0,94000,Automatic,Mercedes-Benz,C 300
12251,2016,Lagos,,foreign,27515000,0,Automatic,Toyota,Tundra
12252,2008,Lagos,,foreign,6615000,56756,Automatic,Toyota,Tacoma
12253,2008,Lagos,,foreign,0,0,Automatic,Lexus,GX 470
12254,2005,Lagos,,foreign,4415000,56844,Automatic,Lexus,RX 200
12255,2017,Lagos,,foreign,0,27101,Automatic,Lexus,LX 570
12256,2005,Lagos,,foreign,5020000,74521,Automatic,Lexus,GX 470
12257,2013,Lagos,,foreign,0,34000,Automatic,Toyota,Camry
12258,2016,Abuja,,foreign,6065000,44735,Automatic,Toyota,Camry
12259,2015,Lagos,,foreign,0,0,Automatic,Lexus,GX 470
12260,2014,Lagos,,foreign,4085000,1564,Automatic,Honda,Accord
12261,2010,Lagos,,foreign,7935000,150,Automatic,Toyota,4-Runner
12262,2011,Lagos,,foreign,0,0,Automatic,Ford,Edge
12263,2018,Lagos,,foreign,52815000,19419,Automatic,Lexus,LX 570
12264,2008,Rivers,,,0,0,Automatic,Honda,Civic
12265,2007,Lagos,,foreign,4800000,59000,Automatic,Lexus,RX 350
12266,2011,Lagos,,foreign,3920000,0,Automatic,Toyota,Camry
12267,2018,Lagos,,foreign,20365000,25000,Automatic,Ford,Mustang
12268,2013,Lagos,,foreign,7935000,0,Automatic,Toyota,Highlander
12269,2008,Lagos,,foreign,4360000,0,Automatic,Mercedes-Benz,ML 350
12270,2013,Osun,,foreign,5075000,0,Automatic,Honda,CR-V
12271,2007,Lagos,,foreign,3535000,64678,Automatic,Toyota,Highlander
12272,2008,Lagos,,foreign,3005000,0,Automatic,Toyota,Corolla
12273,2009,Abuja,,foreign,2947500,142000,Automatic,Toyota,Camry
12274,2005,Lagos,,foreign,1912500,0,Automatic,Toyota,Sienna
12275,2007,Lagos,,foreign,3865000,65,Automatic,Acura,MDX
12276,2013,Lagos,,foreign,13765000,63212,Automatic,Mercedes-Benz,ML 350
12277,2013,Enugu,,foreign,3235000,58000,Automatic,Honda,Accord
12278,2013,Lagos,,foreign,4415000,0,Automatic,Toyota,Corolla
12279,2007,Lagos,,foreign,4250000,75000,Automatic,Lexus,RX 350
12280,2008,Lagos,,foreign,3755000,67342,Automatic,Lexus,GX 470
12281,2011,Abuja,,foreign,6615000,10000,Automatic,Toyota,4-Runner
12282,2010,Lagos,,foreign,9365000,98361,Automatic,Acura,ZDX
12283,2017,Lagos,,foreign,21795000,0,Automatic,Lexus,RX 350
12284,2011,Lagos,,foreign,3645000,50,Automatic,Toyota,Camry
12285,2007,Lagos,,foreign,0,53624,Automatic,Lexus,GX 470
12286,2014,Lagos,,foreign,21465000,0,Automatic,Mercedes-Benz,GL 550
12287,2008,Lagos,,foreign,6615000,0,Automatic,Toyota,Tacoma
12288,2008,Lagos,,foreign,3425000,123542,Automatic,Toyota,RAV 4
12289,2013,Lagos,,foreign,8265000,0,Automatic,Toyota,RAV 4
12290,2020,Lagos,,new,28615000,20,Automatic,Toyota,Camry
12291,2009,Lagos,,foreign,0,20537,Automatic,Mercedes-Benz,GL 550
12292,2008,Lagos,,foreign,3407500,0,Automatic,Acura,MDX
12293,2012,Lagos,,foreign,7715000,121000,Automatic,Lexus,RX 200
12294,2008,Lagos,,foreign,0,70173,Automatic,Mercedes-Benz,ML 350
12295,2001,Lagos,,foreign,1142000,93884,Automatic,Toyota,RAV 4
12296,2014,Lagos,,foreign,4965000,0,Automatic,Nissan,Rogue
12297,2005,Lagos,,foreign,2890000,43214,Automatic,Toyota,Corolla
12298,2019,Lagos,,foreign,0,5700,Automatic,Honda,Accord
12299,2003,Lagos,,foreign,2200000,0,Automatic,Toyota,Camry
