,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age
3620,,Lagos,foreign,,3.0,2005.0,Toyota,Tacoma,Automatic,15.0
3621,,Lagos,foreign,,3.0,2004.0,Toyota,Matrix,Automatic,16.0
3622,,Lagos,foreign,,3.0,2003.0,Toyota,Camry,Automatic,17.0
3623,,Lagos,foreign,,3.0,2007.0,Toyota,Camry,Automatic,13.0
3624,,Ibadan,foreign,,3.0,2014.0,Lexus,ES 350,Automatic,6.0
3625,,Lagos,foreign,,3.0,2007.0,Lexus,GS 300,Automatic,13.0
3626,,Lagos,foreign,,3.0,2014.0,Lexus,GX 460,Automatic,6.0
3627,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,E 350,Automatic,5.0
3628,,Lagos,foreign,,3.0,2018.0,Toyota,Camry,Automatic,2.0
3629,,Rivers,foreign,,3.0,2011.0,Acura,MDX,Automatic,9.0
3630,,Lagos,foreign,,3.0,2006.0,Mercedes-Benz,C 230,Automatic,14.0
3631,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,C 300,Automatic,10.0
3632,,Lagos,foreign,,3.0,2006.0,Mitsubishi,Pajero,Automatic,14.0
3633,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3634,,Lagos,foreign,,3.0,2015.0,Lexus,ES 350,Automatic,5.0
3635,,Lagos,foreign,,3.0,2017.0,Toyota,Highlander,Automatic,3.0
3636,,Lagos,foreign,,3.0,2016.0,Toyota,Camry,Automatic,4.0
3637,,Lagos,foreign,,3.0,2004.0,Lexus,RX 330,Automatic,16.0
3638,,Lagos,foreign,,3.0,2013.0,Honda,Accord,Automatic,7.0
3639,,Lagos,foreign,,3.0,2004.0,Toyota,Tacoma,Automatic,16.0
3640,,Lagos,foreign,,3.0,2017.0,Toyota,Corolla,Automatic,3.0
3641,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
3642,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3643,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
3644,,Lagos,foreign,,3.0,2009.0,Pontiac,Vibe,Automatic,11.0
3645,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,GLK 350,Automatic,10.0
3646,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3647,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
3648,,Lagos,foreign,,3.0,2017.0,Ford,Edge,Automatic,3.0
3649,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3650,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0
3651,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
3652,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3654,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3655,,Lagos,foreign,,3.0,2010.0,Lexus,RX 200,Automatic,10.0
3656,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
3657,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GLK 350,Automatic,6.0
3658,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
3659,,Lagos,foreign,,3.0,2017.0,Toyota,Highlander,Automatic,3.0
3660,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
3661,,Lagos,foreign,,3.0,2014.0,Toyota,RAV 4,Automatic,6.0
3662,,Lagos,foreign,,3.0,2006.0,Lexus,GX 470,Automatic,14.0
3663,,Lagos,foreign,,3.0,2007.0,Toyota,Sequoia,Automatic,13.0
3664,,Lagos,foreign,,3.0,2005.0,Toyota,4-Runner,Automatic,15.0
3665,,Lagos,foreign,,3.0,2013.0,Toyota,Venza,Automatic,7.0
3666,,Lagos,foreign,,3.0,2007.0,Honda,Pilot,Automatic,13.0
3667,,Lagos,foreign,,3.0,2007.0,Volkswagen,Jetta,Automatic,13.0
3668,,Lagos,foreign,,3.0,2014.0,Infiniti,QX60,Automatic,6.0
3669,,Lagos,foreign,,3.0,2014.0,Land,Rover Range Rover Evoque,Automatic,6.0
3670,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
3671,,Rivers,foreign,,3.0,2005.0,Lexus,RX 200,Automatic,15.0
3672,,Lagos,foreign,,3.0,2010.0,Lexus,ES 350,Automatic,10.0
3673,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,C 300,Automatic,10.0
3674,,Lagos,foreign,,3.0,2012.0,Honda,Accord,Automatic,8.0
3675,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
3676,,Lagos,foreign,,3.0,2005.0,Toyota,RAV 4,Automatic,15.0
3677,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3678,,Lagos,foreign,,3.0,2017.0,Lexus,GX 460,Automatic,3.0
3679,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
3680,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,ML 350,Automatic,8.0
3681,,Rivers,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3682,,Lagos,foreign,,3.0,2008.0,Lexus,RX 200,Automatic,12.0
3683,,Lagos,foreign,,3.0,2013.0,Land,Rover Range Rover Evoque,Automatic,7.0
3684,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3685,,Lagos,foreign,,3.0,2010.0,Honda,Accord,Automatic,10.0
3686,,Lagos,foreign,,3.0,2013.0,Toyota,Venza,Automatic,7.0
3687,,Rivers,foreign,,3.0,2015.0,Toyota,Land Cruiser,Automatic,5.0
3688,,Abuja,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
3690,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
3691,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
3692,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,GLK 350,Automatic,8.0
3693,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3694,,Lagos,foreign,,3.0,2004.0,Toyota,Land Cruiser,Automatic,16.0
3695,,Lagos,foreign,,3.0,2002.0,Lexus,RX 300,Automatic,18.0
3696,,Lagos,foreign,,3.0,2008.0,Lexus,GX 470,Automatic,12.0
3697,,Lagos,foreign,,3.0,2008.0,Lexus,GS 300,Automatic,12.0
3698,,Lagos,foreign,,3.0,2009.0,Pontiac,Vibe,Automatic,11.0
3699,,Lagos,foreign,,3.0,2004.0,Nissan,Pathfinder,Automatic,16.0
3700,,Lagos,foreign,,3.0,2003.0,Infiniti,G,Automatic,17.0
3701,,Lagos,foreign,,3.0,2006.0,Toyota,Yaris,Automatic,14.0
3702,,Lagos,foreign,,3.0,2005.0,Toyota,4-Runner,Automatic,15.0
3703,,Lagos,foreign,,3.0,2005.0,Honda,Accord,Automatic,15.0
3704,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
3705,,Lagos,foreign,,3.0,2015.0,Land,Rover Range Rover Evoque,Automatic,5.0
3706,,Lagos,foreign,,3.0,2008.0,Lexus,RX 200,Automatic,12.0
3707,,Lagos,foreign,,3.0,2007.0,Ford,Fusion,Automatic,13.0
3708,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
3709,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,C 300,Automatic,8.0
3710,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
3711,,Lagos,foreign,,3.0,2004.0,Honda,Accord,Automatic,16.0
3712,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
3713,,Lagos,foreign,,3.0,2007.0,Ford,Edge,Automatic,13.0
3714,,Lagos,foreign,,3.0,2003.0,Lexus,RX 300,Automatic,17.0
3715,,Lagos,foreign,,3.0,2011.0,Honda,Accord,Automatic,9.0
3716,,Rivers,foreign,,3.0,2003.0,Acura,MDX,Automatic,17.0
3717,,Lagos,foreign,,3.0,2008.0,Toyota,Tacoma,Automatic,12.0
3718,,Lagos,foreign,,3.0,2005.0,Lexus,RX 350,Automatic,15.0
3719,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,ML 350,Automatic,9.0
3720,,Lagos,foreign,,3.0,2015.0,Acura,MDX,Automatic,5.0
3721,,Lagos,foreign,,3.0,2008.0,Toyota,Highlander,Automatic,12.0
3722,,Lagos,foreign,,3.0,2011.0,Lexus,GX 460,Automatic,9.0
3723,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
3724,,Lagos,foreign,,3.0,2008.0,Lexus,RX 350,Automatic,12.0
3725,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
3726,,Lagos,foreign,,3.0,2009.0,Lexus,RX 350,Automatic,11.0
3727,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3728,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,ML 350,Automatic,9.0
3729,,Lagos,foreign,,3.0,2015.0,Honda,Accord,Automatic,5.0
3730,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
3731,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3732,,Lagos,foreign,,3.0,2016.0,Toyota,4-Runner,Automatic,4.0
3733,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3734,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
3735,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3736,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
3737,,Lagos,foreign,,3.0,2007.0,Toyota,Corolla,Automatic,13.0
3738,,Lagos,foreign,,3.0,2006.0,Lexus,GX 470,Automatic,14.0
3739,,Lagos,foreign,,3.0,2011.0,Toyota,Venza,Automatic,9.0
3740,,Lagos,foreign,,3.0,2016.0,Jeep,Wrangler,Automatic,4.0
3741,,Lagos,foreign,,3.0,2007.0,Toyota,RAV 4,Automatic,13.0
3742,,Lagos,foreign,,3.0,2007.0,Volkswagen,Beetle,Automatic,13.0
3743,,Lagos,foreign,,3.0,2018.0,Toyota,Highlander,Automatic,2.0
3744,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
3745,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
3747,,Lagos,foreign,,3.0,2002.0,Lexus,RX 200,Automatic,18.0
3748,,Lagos,foreign,,3.0,2016.0,Lexus,GX 460,Automatic,4.0
3749,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
3750,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
3751,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
3752,,Lagos,foreign,,3.0,2006.0,Cadillac,XTS,Automatic,14.0
3753,,Lagos,foreign,,3.0,2001.0,Toyota,Camry,Automatic,19.0
3754,,Lagos,foreign,,3.0,2005.0,Mercedes-Benz,ML 350,Automatic,15.0
3755,,Lagos,foreign,,3.0,2017.0,Toyota,Avalon,Automatic,3.0
3756,,Lagos,foreign,,3.0,2005.0,Toyota,Matrix,Automatic,15.0
3757,,Lagos,foreign,,3.0,2015.0,Toyota,Camry,Automatic,5.0
3758,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
3759,,Lagos,foreign,,3.0,2013.0,Ford,Explorer,Automatic,7.0
3760,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3761,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
3762,,Lagos,foreign,,3.0,2004.0,Lexus,GX 470,Automatic,16.0
3763,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
3764,,Lagos,foreign,,3.0,2008.0,Toyota,Highlander,Automatic,12.0
3765,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,GL 450,Automatic,8.0
3766,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3767,,Lagos,foreign,,3.0,2005.0,Nissan,Frontier,Automatic,15.0
3768,,Lagos,foreign,,3.0,2003.0,Lexus,ES 300,Automatic,17.0
3769,,Lagos,foreign,,3.0,2009.0,Toyota,Matrix,Automatic,11.0
3770,,Lagos,foreign,,3.0,2008.0,Lexus,RX 350,Automatic,12.0
3771,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3772,,Lagos,foreign,,3.0,2008.0,Toyota,Solara,Automatic,12.0
3773,,Lagos,foreign,,3.0,2019.0,Lexus,RX 350,Automatic,1.0
3774,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
3775,,Lagos,foreign,,3.0,1996.0,Toyota,T100,Automatic,24.0
3776,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
3777,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3778,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3779,,Lagos,foreign,,3.0,2005.0,Toyota,RAV 4,Automatic,15.0
3780,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
3781,,Lagos,foreign,,3.0,2007.0,Toyota,4-Runner,Automatic,13.0
3782,,Lagos,foreign,,3.0,2010.0,Acura,MDX,Automatic,10.0
3783,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
3784,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,GLE 350,Automatic,4.0
3785,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
3786,,Lagos,foreign,,3.0,2006.0,Lexus,RX 200,Automatic,14.0
3787,,Lagos,foreign,,3.0,2007.0,Toyota,Camry,Automatic,13.0
3789,,Lagos,foreign,,3.0,2008.0,Lexus,LS 460,Automatic,12.0
3790,,Lagos,foreign,,3.0,2003.0,Toyota,Highlander,Automatic,17.0
3791,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
3792,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,E 350,Automatic,8.0
3793,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,ML 350,Automatic,9.0
3794,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3795,,Lagos,foreign,,3.0,2010.0,Lexus,RX 350,Automatic,10.0
3796,,Lagos,foreign,,3.0,2010.0,Toyota,Tacoma,Automatic,10.0
3797,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
3798,,Lagos,foreign,,3.0,2010.0,Acura,ZDX,Automatic,10.0
3799,,Lagos,foreign,,3.0,2006.0,Lexus,GX 470,Automatic,14.0
3800,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
3801,,Lagos,foreign,,3.0,2012.0,Ford,Edge,Automatic,8.0
3802,,Lagos,foreign,,3.0,2005.0,Lexus,RX 200,Automatic,15.0
3803,,Lagos,foreign,,3.0,2019.0,Dodge,Hemi,Automatic,1.0
3804,,Lagos,foreign,,3.0,2017.0,Lexus,LX 570,Automatic,3.0
3806,,Lagos,foreign,,3.0,2009.0,Toyota,Venza,Automatic,11.0
3807,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3808,,Lagos,foreign,,3.0,2010.0,Lexus,ES 300,Automatic,10.0
3809,,Lagos,foreign,,3.0,2011.0,Lexus,ES 350,Automatic,9.0
3810,,Lagos,foreign,,3.0,2014.0,Hyundai,Sonata,Automatic,6.0
3811,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
3812,,Lagos,foreign,,3.0,2005.0,Toyota,Corolla,Automatic,15.0
3813,,Lagos,foreign,,3.0,2006.0,Mercedes-Benz,ML 350,Automatic,14.0
3814,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
3815,,Lagos,foreign,,3.0,2018.0,Mercedes-Benz,GL 450,Automatic,2.0
3816,,Lagos,foreign,,3.0,2010.0,Toyota,Tacoma,Automatic,10.0
3817,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
3818,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
3819,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3820,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
3821,,Lagos,foreign,,3.0,2006.0,Acura,MDX,Automatic,14.0
3822,,Lagos,foreign,,3.0,2016.0,Toyota,RAV 4,Automatic,4.0
3823,,Lagos,foreign,,3.0,2004.0,Toyota,Highlander,Automatic,16.0
3824,,Lagos,foreign,,3.0,2003.0,Lexus,RX 300,Automatic,17.0
3825,,Lagos,foreign,,3.0,2013.0,Lexus,RX 200,Automatic,7.0
3826,,Lagos,foreign,,3.0,2017.0,Honda,Accord,Automatic,3.0
3827,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3828,,Lagos,foreign,,3.0,2005.0,Acura,MDX,Automatic,15.0
3829,,Lagos,foreign,,3.0,2016.0,Toyota,Venza,Automatic,4.0
3830,,Lagos,foreign,,3.0,2020.0,Toyota,Camry,Automatic,0.0
3831,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
3832,,Lagos,foreign,,3.0,2006.0,Lexus,ES 330,Automatic,14.0
3833,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3834,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
3835,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,C 300,Automatic,11.0
3836,,Lagos,foreign,,3.0,2015.0,Toyota,Highlander,Automatic,5.0
3838,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
3839,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
3840,,Lagos,foreign,,3.0,2005.0,Lexus,RX 200,Automatic,15.0
3841,,Lagos,foreign,,3.0,2018.0,Toyota,Highlander,Automatic,2.0
3842,,Lagos,foreign,,3.0,2015.0,Toyota,Avalon,Automatic,5.0
3843,,Lagos,foreign,,3.0,2013.0,Toyota,Venza,Automatic,7.0
3844,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,GLK 350,Automatic,7.0
3845,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3846,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
3847,,Lagos,foreign,,3.0,2004.0,Mercedes-Benz,C 180,Automatic,16.0
3848,,Lagos,foreign,,3.0,2011.0,Toyota,Venza,Automatic,9.0
3849,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3850,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3852,,Lagos,foreign,,3.0,2013.0,Ford,Edge,Automatic,7.0
3853,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3854,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,ML 350,Automatic,6.0
3855,,Lagos,foreign,,3.0,2014.0,Toyota,RAV 4,Automatic,6.0
3856,,Lagos,foreign,,3.0,2014.0,Audi,A6,Automatic,6.0
3857,,Lagos,foreign,,3.0,2013.0,Toyota,Venza,Automatic,7.0
3858,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
3859,,Lagos,foreign,,3.0,2009.0,Lexus,IS 350,Automatic,11.0
3860,,Lagos,foreign,,3.0,2017.0,Mercedes-Benz,G 63 AMG,Automatic,3.0
3861,,Rivers,foreign,,3.0,2010.0,Honda,Accord,Automatic,10.0
3862,,Lagos,foreign,,3.0,2016.0,Toyota,Highlander,Automatic,4.0
3863,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
3864,,Rivers,foreign,,3.0,1999.0,Toyota,Camry,Automatic,21.0
3865,,Lagos,foreign,,3.0,2015.0,Lexus,RX 350,Automatic,5.0
3866,,Lagos,foreign,,3.0,2012.0,Ford,Edge,Automatic,8.0
3867,,Lagos,foreign,,3.0,2010.0,Toyota,Highlander,Automatic,10.0
3868,,Lagos,foreign,,3.0,2019.0,Mercedes-Benz,G 550,Automatic,1.0
3869,,Abuja,foreign,,3.0,2007.0,Honda,Accord,Automatic,13.0
3870,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
3871,,Lagos,foreign,,3.0,2014.0,Toyota,Avalon,Automatic,6.0
3872,,Lagos,foreign,,3.0,2010.0,Toyota,Sienna,Automatic,10.0
3873,,Lagos,foreign,,3.0,2005.0,Toyota,Camry,Automatic,15.0
3874,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3875,,Lagos,foreign,,3.0,2016.0,Toyota,Corolla,Automatic,4.0
3876,,Lagos,foreign,,3.0,2015.0,Land,Rover Range Rover Evoque,Automatic,5.0
3877,,Lagos,foreign,,3.0,2015.0,Lexus,RX 350,Automatic,5.0
3878,,Lagos,foreign,,3.0,2010.0,Land,Rover Range Rover,Automatic,10.0
3879,,Lagos,foreign,,3.0,2002.0,Toyota,Hiace,Automatic,18.0
3880,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
3881,,Lagos,foreign,,3.0,2007.0,Toyota,Highlander,Automatic,13.0
3882,,Lagos,foreign,,3.0,2012.0,Toyota,Sequoia,Automatic,8.0
3883,,Lagos,foreign,,3.0,2007.0,Lexus,GX 470,Automatic,13.0
3884,,Lagos,foreign,,3.0,2005.0,Toyota,4-Runner,Automatic,15.0
3885,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3886,,Lagos,foreign,,3.0,2006.0,Acura,MDX,Automatic,14.0
3887,,Lagos,foreign,,3.0,2004.0,Toyota,Highlander,Automatic,16.0
3888,,Lagos,foreign,,3.0,2013.0,Lexus,ES 300,Automatic,7.0
3889,,Lagos,foreign,,3.0,2015.0,Lexus,RX 200,Automatic,5.0
3890,,Lagos,foreign,,3.0,1998.0,Lexus,RX 200,Automatic,22.0
3891,,Lagos,foreign,,3.0,2017.0,Lexus,GX 460,Automatic,3.0
3892,,Lagos,foreign,,3.0,2005.0,Lexus,ES 300,Automatic,15.0
3893,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0
3894,,Lagos,foreign,,3.0,2013.0,Toyota,Corolla,Automatic,7.0
3895,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3896,,Lagos,foreign,,3.0,2014.0,Toyota,Avalon,Automatic,6.0
3897,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3898,,Lagos,foreign,,3.0,2011.0,Lexus,GX 460,Automatic,9.0
3899,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
3900,,Lagos,foreign,,3.0,2009.0,Toyota,4-Runner,Automatic,11.0
3901,,Lagos,foreign,,3.0,2011.0,Lexus,RX 350,Automatic,9.0
3902,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
3903,,Lagos,foreign,,3.0,2015.0,Honda,Accord,Automatic,5.0
3904,,Anambra,foreign,,3.0,2004.0,Chevrolet,Express,Automatic,16.0
3905,,Lagos,foreign,,3.0,2016.0,Land,Rover Range Rover Evoque,Automatic,4.0
3906,,Lagos,foreign,,3.0,2013.0,Lexus,GX 470,Automatic,7.0
3907,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3908,,Lagos,foreign,,3.0,2009.0,Toyota,Corolla,Automatic,11.0
3909,,Lagos,foreign,,3.0,2008.0,Honda,Accord,Automatic,12.0
3910,,Lagos,foreign,,3.0,2010.0,Ford,Edge,Automatic,10.0
3911,,Lagos,foreign,,3.0,2014.0,Toyota,Venza,Automatic,6.0
3912,,Lagos,foreign,,3.0,2007.0,Lexus,RX 350,Automatic,13.0
3913,,Lagos,foreign,,3.0,2009.0,Honda,Accord,Automatic,11.0
3914,,Lagos,foreign,,3.0,2017.0,Toyota,Highlander,Automatic,3.0
3915,,Lagos,foreign,,3.0,1970.0,Mercedes-Benz,E 280,Automatic,50.0
3916,,Lagos,foreign,,3.0,2004.0,Toyota,Matrix,Automatic,16.0
3917,,Lagos,foreign,,3.0,2008.0,Honda,Accord,Automatic,12.0
3918,,Lagos,foreign,,3.0,2011.0,Toyota,RAV 4,Automatic,9.0
3919,,Lagos,foreign,,3.0,2016.0,Toyota,Corolla,Automatic,4.0
3920,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,ML 350,Automatic,5.0
3921,,Lagos,foreign,,3.0,2014.0,Lexus,RX 350,Automatic,6.0
3922,,Lagos,foreign,,3.0,2008.0,Toyota,Sienna,Automatic,12.0
3923,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,ML 350,Automatic,8.0
3924,,Abuja,foreign,,3.0,2017.0,Peugeot,508,Automatic,3.0
3925,,Lagos,foreign,,3.0,2014.0,Toyota,Camry,Automatic,6.0
3926,,Lagos,foreign,,3.0,2009.0,Lexus,ES 350,Automatic,11.0
3927,,Lagos,foreign,,3.0,2005.0,Toyota,Corolla,Automatic,15.0
3928,,Lagos,foreign,,3.0,2012.0,Kia,Sorento,Automatic,8.0
3929,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,GLK 350,Automatic,8.0
3930,,Lagos,foreign,,3.0,2009.0,Lexus,ES 350,Automatic,11.0
3931,,Lagos,foreign,,3.0,2009.0,Volvo,S60,Automatic,11.0
3932,,Lagos,foreign,,3.0,2001.0,Toyota,RAV 4,Automatic,19.0
3933,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
3934,,Lagos,foreign,,3.0,2011.0,Hyundai,Sonata,Automatic,9.0
3935,,Lagos,foreign,,3.0,2014.0,Lexus,RX 350,Automatic,6.0
3936,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,G 63 AMG,Automatic,9.0
3937,,Lagos,foreign,,3.0,2013.0,Acura,ZDX,Automatic,7.0
3938,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,E 350,Automatic,9.0
3939,,Lagos,foreign,,3.0,2011.0,Toyota,Highlander,Automatic,9.0
3940,,Lagos,foreign,,3.0,2015.0,Toyota,Tacoma,Automatic,5.0
3941,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
3942,,Lagos,foreign,,3.0,2013.0,Toyota,Sienna,Automatic,7.0
3943,,Lagos,foreign,,3.0,2007.0,Ford,Edge,Automatic,13.0
3944,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
3945,,Lagos,foreign,,3.0,2003.0,Toyota,RAV 4,Automatic,17.0
3946,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,E 350,Automatic,6.0
3947,,Lagos,foreign,,3.0,2017.0,Lexus,RX 350,Automatic,3.0
3948,,Lagos,foreign,,3.0,2015.0,Lexus,GX 460,Automatic,5.0
3949,,Lagos,foreign,,3.0,2014.0,Land,Rover Range Rover Evoque,Automatic,6.0
3950,,Lagos,foreign,,3.0,2018.0,Land,Rover Range Rover Evoque,Automatic,2.0
3951,,Lagos,foreign,,3.0,2016.0,Dodge,Charger,Automatic,4.0
3952,,Lagos,foreign,,3.0,2009.0,Acura,MDX,Automatic,11.0
3953,,Lagos,foreign,,3.0,2008.0,Toyota,Highlander,Automatic,12.0
3954,,Lagos,foreign,,3.0,2002.0,Nissan,Maxima,Automatic,18.0
