,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission
4192,20365000,Lagos,foreign,0,,2019,Toyota,Highlander,Automatic
4193,0,Lagos,foreign,63212,,2014,Mercedes-Benz,C 350,Automatic
4194,3645000,Lagos,foreign,78542,,2010,Toyota,Camry,Automatic
4195,4525000,Lagos,foreign,1,,2011,Honda,Pilot,Automatic
4196,10575000,Lagos,foreign,0,,2013,Lexus,RX 200,Automatic
4197,3535000,Lagos,foreign,73000,,2010,Toyota,Camry,Automatic
4198,5185000,Lagos,foreign,0,,2007,Toyota,4-Runner,Automatic
4199,3235000,Lagos,foreign,7542,,2008,Lexus,GS 350,Automatic
4200,1372000,Lagos,foreign,102773,,2004,Toyota,Camry,Automatic
4201,7055000,Lagos,foreign,52414,,2010,Lexus,IS 250,Automatic
4202,0,Lagos,foreign,1,,2008,Toyota,Highlander,Automatic
4203,3865000,Lagos,foreign,0,,2010,Toyota,Camry,Automatic
4204,0,Lagos,foreign,71523,,2008,Lexus,ES 300,Automatic
4205,0,Lagos,foreign,0,,2003,Toyota,Sienna,Automatic
4206,6395000,Lagos,foreign,854123,,2010,Mercedes-Benz,ML 350,Automatic
4207,4965000,Lagos,foreign,98821,,2006,Toyota,Hiace,Automatic
4208,1107500,Lagos,foreign,110,,2004,Toyota,Avensis,Automatic
4209,4195000,Lagos,foreign,54345,,2008,Lexus,ES 300,Automatic
4210,4195000,Lagos,foreign,0,,2011,Honda,Accord,Automatic
4211,6395000,Lagos,foreign,10000,,2012,Toyota,Fortuner,Automatic
4212,5185000,Lagos,foreign,0,,2015,Toyota,Corolla,Automatic
4213,12115000,Lagos,foreign,86557,,2014,Toyota,Highlander,Automatic
4214,3350000,Lagos,foreign,0,,2008,Acura,MDX,Automatic
4215,3235000,Lagos,foreign,0,,2005,Toyota,Sienna,Automatic
4216,18715000,Lagos,foreign,50300,,2016,Mercedes-Benz,C 450 AMG,Automatic
4217,3465000,Lagos,foreign,0,,2009,Acura,MDX,Automatic
4218,0,Lagos,foreign,86000,,2011,Mercedes-Benz,GLK 350,Automatic
4219,3865000,Lagos,foreign,71245,,2011,Toyota,Camry,Automatic
4220,13765000,Lagos,foreign,10000,,2019,Toyota,Land Cruiser,Automatic
4221,4965000,Kaduna,foreign,0,,2012,Toyota,Camry,Automatic
4222,5845000,Lagos,foreign,43282,,2013,Toyota,Camry,Automatic
4223,0,Anambra,foreign,10000,,2008,Lexus,RX 330,Automatic
4224,49515000,Lagos,foreign,0,,2018,Land,Rover Range Rover,Automatic
4225,2545000,Lagos,foreign,149767,,2006,Toyota,Corolla,Automatic
4226,4415000,Lagos,foreign,80080,,2013,Toyota,Venza,Automatic
4227,3535000,Lagos,foreign,78000,,2008,Toyota,RAV 4,Automatic
4228,3120000,Lagos,foreign,75128,,2008,Toyota,Camry,Automatic
4229,0,Lagos,foreign,0,,2006,Lexus,RX 200,Automatic
4230,8815000,Lagos,foreign,56448,,2014,Audi,Q5,Automatic
4231,0,Lagos,foreign,50141,,2011,Lexus,RX 350,Automatic
4232,3235000,Lagos,foreign,85669,,2007,Toyota,Camry,Automatic
4233,2890000,Lagos,foreign,0,,2003,Lexus,ES 300,Automatic
4234,3700000,Lagos,foreign,1,,2008,Acura,MDX,Automatic
4235,4415000,Lagos,foreign,0,,2007,Lexus,ES 350,Automatic
4236,0,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
4237,4140000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
4238,5075000,Lagos,foreign,85272,,2009,Lexus,RX 350,Automatic
4239,2890000,Lagos,foreign,0,,2005,Toyota,Sienna,Automatic
4240,0,Lagos,foreign,0,,2013,Ford,Explorer,Automatic
4241,0,Lagos,foreign,71232,,2007,Lexus,RX 200,Automatic
4242,0,Lagos,foreign,63221,,2011,Toyota,Camry,Automatic
4243,0,Lagos,foreign,71553,,2009,Toyota,Corolla,Automatic
4244,6395000,Lagos,foreign,801633,,2015,Toyota,Corolla,Automatic
4245,15415000,Lagos,foreign,0,,2015,Toyota,Highlander,Automatic
4246,4305000,Lagos,foreign,0,,2012,Toyota,Corolla,Automatic
4247,0,Lagos,foreign,43664,,2006,Lexus,ES 330,Automatic
4248,6175000,Lagos,foreign,72211,,2009,Toyota,Highlander,Automatic
4249,1487000,Lagos,foreign,95000,,2004,Toyota,Corolla,Automatic
4250,3120000,Lagos,foreign,72364,,2008,Toyota,Camry,Automatic
4251,4635000,Lagos,foreign,82000,,2005,Lexus,RX 330,Automatic
4252,3535000,Lagos,foreign,0,,2010,Toyota,Prius,Automatic
4253,3005000,Lagos,foreign,125215,,2005,Toyota,Sienna,Automatic
4254,2602500,Lagos,foreign,98622,,2006,Toyota,Sienna,Automatic
4255,4195000,Lagos,foreign,1,,2008,Toyota,RAV 4,Automatic
4256,0,Lagos,foreign,0,,2002,Lexus,RX 200,Automatic
4257,2430000,Lagos,foreign,101231,,2008,Toyota,Scion,Automatic
4258,0,Lagos,foreign,0,,2010,Toyota,Highlander,Automatic
4259,6340000,Lagos,foreign,76369,,2013,Toyota,Camry,Automatic
4260,20365000,Lagos,foreign,22000,,2014,Toyota,Land Cruiser,Automatic
4261,12665000,Lagos,foreign,75623,,2013,Mercedes-Benz,ML 350,Automatic
4262,6065000,Lagos,foreign,72726,,2012,Lexus,ES 350,Automatic
4263,15965000,Lagos,foreign,43780,,2015,Lexus,RX 350,Automatic
4264,0,Lagos,foreign,86215,,2004,Toyota,Camry,Automatic
4265,12115000,Lagos,foreign,0,,2011,Lexus,GX 460,Automatic
4266,3865000,Lagos,foreign,0,,2008,Toyota,Highlander,Automatic
4267,2085000,Lagos,foreign,0,,2005,Honda,Pilot,Automatic
4268,1682500,Lagos,foreign,89588,,2003,Lexus,RX 300,Automatic
4269,20365000,Lagos,foreign,0,,2018,Lexus,GX 470,Automatic
4270,3865000,Lagos,foreign,0,,2011,Toyota,Camry,Automatic
4271,7165000,Lagos,foreign,10000,,2016,Toyota,Camry,Automatic
4272,1567500,Lagos,foreign,0,,2002,Toyota,Camry,Automatic
4273,8155000,Lagos,foreign,0,,2011,Lexus,RX 200,Automatic
4274,0,Lagos,foreign,180,,1999,Toyota,Camry,Automatic
4275,1452500,Lagos,foreign,1001,,2000,Toyota,Land Cruiser,Automatic
4276,10135000,Lagos,foreign,1,,2015,Lexus,RX 200,Automatic
4277,6945000,Lagos,foreign,0,,2012,Toyota,Highlander,Automatic
4278,3235000,Rivers,foreign,0,,2008,Toyota,Highlander,Automatic
4279,6560000,Lagos,foreign,70000,,2010,Lexus,RX 200,Automatic
4280,3235000,Rivers,foreign,0,,2008,Toyota,Highlander,Automatic
4281,0,Lagos,foreign,120850,,2003,Toyota,4-Runner,Automatic
4282,2315000,Lagos,foreign,90325,,2004,Lexus,ES 300,Automatic
4283,3120000,Lagos,foreign,7363,,2007,Toyota,Avalon,Automatic
4284,3177500,Lagos,foreign,75893,,2005,Lexus,RX 200,Automatic
4285,1682500,Lagos,foreign,0,,2004,Toyota,Corolla,Automatic
4286,3235000,Lagos,foreign,0,,2004,Toyota,4-Runner,Automatic
4287,0,Lagos,foreign,0,,2008,Lexus,RX 200,Automatic
4288,4965000,Lagos,foreign,0,,2006,Toyota,Tacoma,Automatic
4289,0,Lagos,foreign,0,,2006,Toyota,Highlander,Automatic
4290,2545000,Lagos,foreign,0,,2004,Toyota,Previa,Automatic
4291,16515000,Lagos,foreign,23000,,2017,Lexus,RX 350,Automatic
4293,0,Lagos,foreign,0,,2015,Lexus,ES 300,Automatic
4294,15085000,Lagos,foreign,33848,,2019,Toyota,Land Cruiser,Automatic
4295,3292500,Lagos,foreign,0,,2006,Toyota,Corolla,Automatic
4296,3292500,Lagos,foreign,111,,2010,Toyota,Corolla,Automatic
4297,7605000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4298,24765000,Lagos,foreign,11300,,2016,Lexus,GX 460,Automatic
4299,0,Lagos,foreign,57252,,2008,Toyota,Camry,Automatic
4300,6175000,Lagos,foreign,67554,,2009,Toyota,Venza,Automatic
4301,4415000,Lagos,foreign,0,,2013,Toyota,Camry,Automatic
4302,5075000,Lagos,foreign,122,,2008,Toyota,Highlander,Automatic
4303,7715000,Lagos,foreign,0,,2008,Mercedes-Benz,GL 450,Automatic
4304,2315000,Lagos,foreign,0,,2003,Mercedes-Benz,ML 320,Automatic
4305,0,Lagos,foreign,72516,,2012,Toyota,Camry,Automatic
4306,2200000,Lagos,foreign,96000,,2008,Toyota,Camry,Automatic
4307,13215000,Lagos,foreign,0,,2011,Lexus,GX 460,Automatic
4308,0,Lagos,foreign,50000,,2014,Kia,Rio,Automatic
4309,6835000,Delta,foreign,49776,,2012,Toyota,Highlander,Automatic
4310,6725000,Lagos,foreign,54265,,2015,Toyota,Camry,Automatic
4311,8265000,Lagos,foreign,60000,,2003,Mercedes-Benz,G 55 AMG,Automatic
4312,0,Lagos,foreign,50672,,2010,Mercedes-Benz,C 350,Automatic
4313,3865000,Lagos,foreign,0,,2006,Toyota,Sequoia,Automatic
4314,7165000,Lagos,foreign,63252,,2010,Toyota,Venza,Automatic
4315,3590000,Lagos,foreign,954133,,2005,Toyota,4-Runner,Automatic
4316,2545000,Lagos,foreign,87,,2004,BMW,X5,Automatic
4317,2430000,Lagos,foreign,123843,,2005,Honda,CR-V,Automatic
4318,11015000,Lagos,foreign,5532,,2013,Lexus,RX 350,Automatic
4319,2430000,Lagos,foreign,1,,2009,Honda,Accord,Automatic
4320,3005000,Lagos,foreign,0,,2011,Nissan,Rogue,Automatic
4321,6560000,Lagos,foreign,63255,,2008,Toyota,Tacoma,Automatic
4322,0,Lagos,foreign,32855,,2015,Lexus,GX 460,Automatic
4323,4635000,Lagos,foreign,0,,2009,Lexus,RX 200,Automatic
4324,11895000,Lagos,foreign,52,,2017,Toyota,RAV 4,Automatic
4325,4745000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
4326,0,Lagos,foreign,71535,,2010,Mercedes-Benz,C 300,Automatic
4327,0,Lagos,foreign,0,,2010,Ford,Explorer,Automatic
4328,4965000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
4329,0,Lagos,foreign,63223,,2005,Lexus,GX 470,Automatic
4330,3292500,Lagos,foreign,61000,,2009,Toyota,Camry,Automatic
4331,2890000,Lagos,foreign,16171,,2005,Toyota,Sienna,Automatic
4332,3465000,Lagos,foreign,74366,,2006,Toyota,Sienna,Automatic
4333,5075000,Lagos,foreign,888,,2011,Toyota,Sienna,Automatic
4334,0,Lagos,foreign,21453,,2014,Toyota,Camry,Automatic
4335,6395000,Lagos,foreign,0,,2015,Dodge,Charger,Automatic
4336,2085000,Lagos,foreign,108635,,2004,Toyota,Matrix,Automatic
4337,3865000,Lagos,foreign,55250,,2007,Lexus,ES 330,Automatic
4338,3465000,Lagos,foreign,62315,,2010,Honda,Accord,Automatic
4339,0,Rivers,foreign,85000,,2010,Toyota,Camry,Automatic
4340,0,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
4341,2315000,Lagos,foreign,0,,2005,Toyota,Camry,Automatic
4342,0,Lagos,foreign,1,,2003,Toyota,Corolla,Automatic
4343,1797500,Lagos,foreign,124523,,2001,Toyota,Camry,Automatic
4344,15415000,Kaduna,foreign,0,,2018,Toyota,Camry,Automatic
4345,0,Lagos,foreign,62113,,2012,Toyota,Camry,Automatic
4346,11565000,Lagos,foreign,0,,2010,Dodge,Challenger,Automatic
4347,4030000,Lagos,foreign,0,,2013,Toyota,Camry,Automatic
4348,0,Lagos,foreign,90536,,1999,Toyota,Sienna,Automatic
4349,8815000,Lagos,foreign,128000,,2012,Lexus,RX 350,Automatic
4350,1567500,Lagos,foreign,0,,2000,Lexus,RX 300,Automatic
4351,0,Lagos,foreign,0,,2009,Honda,CR-V,Automatic
4352,6450000,Lagos,foreign,25000,,2014,Toyota,Camry,Automatic
4353,17615000,Lagos,foreign,0,,2017,Toyota,Highlander,Automatic
4354,2890000,Lagos,foreign,0,,2004,Toyota,Sequoia,Automatic
4355,4085000,Lagos,foreign,0,,2009,Acura,MDX,Automatic
4356,0,Lagos,foreign,45337,,2010,Honda,Pilot,Automatic
4357,0,Lagos,foreign,0,,2010,Mercedes-Benz,GLK 350,Automatic
4358,3465000,Lagos,foreign,55871,,2009,Toyota,Camry,Automatic
4359,0,Lagos,foreign,74213,,2009,Toyota,Camry,Automatic
4360,3459250,Lagos,foreign,0,,2008,Mazda,CX-9,Automatic
4361,8815000,Lagos,foreign,54222,,2013,Honda,Accord,Automatic
4362,7165000,Abuja,foreign,45000,,2013,Mercedes-Benz,C 350,Automatic
4363,5405000,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic
4364,2223000,Lagos,foreign,0,,2005,Honda,Pilot,Automatic
4365,0,Lagos,foreign,0,,2014,Toyota,RAV 4,Automatic
4366,3920000,Lagos,foreign,53465,,2008,Toyota,RAV 4,Automatic
4367,2545000,Lagos,foreign,71000,,2007,Toyota,RAV 4,Automatic
4368,1889500,Lagos,foreign,99427,,2009,Toyota,Camry,Automatic
4369,47315000,Lagos,foreign,11878,,2017,Lexus,LX 470,Automatic
4370,4965000,Lagos,foreign,98636,,2013,Toyota,Camry,Automatic
4371,28615000,Lagos,foreign,82309,,2014,Mercedes-Benz,S 550,Automatic
4372,0,Lagos,foreign,75993,,2012,Toyota,Camry,Automatic
4373,11895000,Lagos,foreign,46855,,2011,Toyota,4-Runner,Automatic
4374,1797500,Lagos,foreign,105231,,2001,Toyota,Camry,Automatic
4375,49515000,Lagos,foreign,0,,2018,Lexus,LX 570,Automatic
4376,2200000,Lagos,foreign,100000,,2006,Nissan,Frontier,Automatic
4377,0,Lagos,foreign,78545,,2006,Toyota,Camry,Automatic
4378,0,Lagos,foreign,34331,,2011,Acura,ZDX,Automatic
4379,4415000,Lagos,foreign,0,,2008,Toyota,4-Runner,Automatic
4380,0,Lagos,foreign,81757,,2013,Lexus,RX 350,Automatic
4381,5295000,Lagos,foreign,65281,,2011,Lexus,ES 350,Automatic
4382,0,Lagos,foreign,0,,2012,Mercedes-Benz,ML 350,Automatic
4383,2430000,Lagos,foreign,0,,2007,Toyota,Matrix,Automatic
4384,4965000,Lagos,foreign,82000,,2008,Mercedes-Benz,ML 350,Automatic
4385,4305000,Lagos,foreign,85423,,2008,Lexus,RX 200,Automatic
4386,7165000,Lagos,foreign,0,,2010,Lexus,RX 200,Automatic
4387,7165000,Lagos,foreign,86523,,2012,Ford,Explorer,Automatic
4388,2430000,Lagos,foreign,10000,,2007,Ford,Edge,Automatic
4389,21465000,Lagos,foreign,30123,,2014,Land,Rover Range Rover Sport,Automatic
4390,0,Lagos,foreign,52743,,2014,Mercedes-Benz,GL 450,Automatic
4391,0,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
4392,3407500,Lagos,foreign,89257,,2005,Lexus,GX 470,Automatic
4393,1970000,Lagos,foreign,0,,2005,Toyota,Camry,Automatic
4394,14755000,Lagos,foreign,0,,2013,Lexus,GX 460,Automatic
4395,19265000,Lagos,foreign,21600,,2014,Toyota,Land Cruiser,Automatic
4396,0,Lagos,foreign,56000,,2013,Toyota,Highlander,Automatic
4397,5515000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
4398,3465000,Lagos,foreign,182531,,2005,Toyota,4-Runner,Automatic
4399,0,Lagos,foreign,0,,2014,Mercedes-Benz,GLK 350,Automatic
4400,0,Lagos,foreign,45477,,2014,Lexus,GX 470,Automatic
4401,0,Lagos,foreign,34266,,2014,Toyota,4-Runner,Automatic
4402,6835000,Lagos,foreign,0,,2007,Land,Rover Range Rover Sport,Automatic
4403,4965000,Lagos,foreign,0,,2004,Ford,F 150,Automatic
4404,4965000,Lagos,foreign,72142,,2009,Toyota,RAV 4,Automatic
4405,3465000,Lagos,foreign,72134,,2008,Toyota,Camry,Automatic
4406,21465000,Lagos,foreign,0,,2007,Mercedes-Benz,E 300,Automatic
4407,3235000,Rivers,foreign,0,,2010,Audi,Q7,Automatic
4408,9035000,Lagos,foreign,0,,2012,Toyota,4-Runner,Automatic
4409,0,Abuja,foreign,43000,,2014,Toyota,Corolla,Automatic
4410,44015000,Lagos,foreign,0,,2017,Lexus,LX 570,Automatic
4411,0,Lagos,foreign,1900,,2019,Toyota,Highlander,Automatic
4412,10465000,Lagos,foreign,0,,2013,Toyota,Highlander,Automatic
4413,1613500,Lagos,foreign,64848,,2009,Honda,Accord,Automatic
4414,12995000,Lagos,foreign,55000,,2013,Mercedes-Benz,ML 350,Automatic
4415,4800000,Lagos,foreign,820542,,2007,Toyota,4-Runner,Automatic
4416,0,Lagos,foreign,51998,,2014,Toyota,Highlander,Automatic
4418,5955000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4420,6945000,Lagos,foreign,75673,,2010,Lexus,RX 200,Automatic
4421,3235000,Lagos,foreign,0,,2012,Honda,Accord,Automatic
4422,4833000,Lagos,foreign,78628,,2009,Lexus,RX 350,Automatic
4423,3535000,Lagos,foreign,0,,2007,Mercedes-Benz,E 350,Automatic
4424,0,Lagos,foreign,775423,,2006,Toyota,Land Cruiser,Automatic
4425,2430000,Lagos,foreign,0,,2003,Toyota,Avalon,Automatic
4426,7385000,Lagos,foreign,658764,,2010,Toyota,Highlander,Automatic
4427,4030000,Lagos,foreign,0,,2007,Acura,MDX,Automatic
4428,5240000,Lagos,foreign,80000,,2012,Toyota,Camry,Automatic
4429,6835000,Lagos,foreign,61701,,2016,Honda,Accord,Automatic
4430,3120000,Lagos,foreign,0,,2005,Toyota,Sienna,Automatic
4431,0,Lagos,foreign,166196,,2007,Toyota,Camry,Automatic
4432,0,Lagos,foreign,2000,,2019,Lexus,GX 460,Automatic
4433,23115000,Lagos,foreign,40000,,2016,Lexus,GX 460,Automatic
4434,475000,Lagos,foreign,115000,,2003,Hyundai,Sonata,Automatic
4435,4305000,Lagos,foreign,87000,,2007,Lexus,ES 350,Automatic
4436,6175000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
4437,2177000,Lagos,foreign,98449,,2007,Toyota,Yaris,Automatic
4438,728000,Lagos,foreign,100,,2004,Honda,Accord,Automatic
4439,3235000,Lagos,foreign,0,,2010,Toyota,Matrix,Automatic
4440,8485000,Lagos,foreign,13234,,2016,Toyota,RAV 4,Automatic
4441,6175000,Lagos,foreign,72211,,2009,Toyota,Highlander,Automatic
4442,0,Lagos,foreign,89544,,2009,Toyota,Avalon,Automatic
4443,6065000,Lagos,foreign,54627,,2014,Toyota,Corolla,Automatic
4444,5130000,Lagos,foreign,0,,2010,Lexus,ES 350,Automatic
4445,0,Lagos,foreign,71000,,2009,Lexus,IS 200,Automatic
4446,0,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
4447,0,Lagos,foreign,24325,,2013,Lexus,GX 460,Automatic
4448,4745000,Lagos,foreign,75800,,2008,Lexus,RX 350,Automatic
4449,18495000,Lagos,foreign,0,,2017,Ford,Explorer,Automatic
4450,3634000,Lagos,foreign,61553,,2011,Toyota,Camry,Automatic
4451,2775000,Lagos,foreign,96364,,2009,Honda,Civic,Automatic
4452,4294000,Lagos,foreign,88986,,2013,Toyota,Corolla,Automatic
4453,1107500,Lagos,foreign,156000,,2001,Toyota,Sienna,Automatic
4454,5130000,Lagos,foreign,64000,,2010,Toyota,RAV 4,Automatic
4455,5625000,Lagos,foreign,0,,2015,Toyota,Corolla,Automatic
4456,3005000,Lagos,foreign,62456,,2008,Toyota,Camry,Automatic
4457,4965000,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic
4458,4360000,Lagos,foreign,43588,,2008,Lexus,ES 350,Automatic
4459,3407500,Lagos,foreign,102646,,2009,Toyota,Corolla,Automatic
4460,3235000,Ibadan,foreign,0,,2011,Toyota,Camry,Automatic
4461,7495000,Lagos,foreign,64466,,2011,Toyota,Venza,Automatic
4463,0,Lagos,foreign,0,,2009,Acura,MDX,Automatic
4464,0,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4465,2602500,Lagos,foreign,75488,,2008,Toyota,RAV 4,Automatic
4466,0,Lagos,foreign,52633,,2010,Toyota,RAV 4,Automatic
4467,8815000,Lagos,foreign,0,,2017,Toyota,Corolla,Automatic
4468,1567500,Lagos,foreign,121056,,2002,Toyota,Sienna,Automatic
4469,6065000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4470,10355000,Lagos,foreign,46285,,2013,Lexus,RX 200,Automatic
4471,6065000,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic
4472,5460000,Lagos,foreign,63,,2008,Toyota,Highlander,Automatic
4473,7165000,Lagos,foreign,66587,,2011,Land,Rover Range Rover Sport,Automatic
4474,10795000,Lagos,foreign,45000,,2011,Lexus,GX 460,Automatic
4475,6065000,Lagos,foreign,89652,,2014,Toyota,Corolla,Automatic
4476,6395000,Lagos,foreign,34000,,2012,Mercedes-Benz,GLK 350,Automatic
4477,0,Lagos,foreign,94000,,2011,Lexus,GX 460,Automatic
4478,5185000,Lagos,foreign,0,,2011,Acura,ZDX,Automatic
4479,3005000,Lagos,foreign,0,,2007,Ford,Edge,Automatic
4481,21443000,Lagos,foreign,34140,,2015,Land,Rover Range Rover Sport,Automatic
4482,4965000,Lagos,foreign,79300,,2010,Land,Rover Range Rover Evoque,Automatic
4483,1682500,Lagos,foreign,85656,,2001,Mercedes-Benz,C 200,Automatic
4484,5185000,Lagos,foreign,0,,2008,Land,Rover Range Rover Sport,Automatic
4485,2545000,Lagos,foreign,266000,,2004,BMW,320,Automatic
4486,15965000,Lagos,foreign,0,,2015,Toyota,Highlander,Automatic
4487,8375000,Lagos,foreign,22000,,2018,Toyota,Corolla,Automatic
4488,4745000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
4489,3292500,Lagos,foreign,0,,2004,Mercedes-Benz,S 550,Automatic
4490,2545000,Lagos,foreign,0,,2004,Lexus,ES 300,Automatic
4491,13765000,Lagos,foreign,10000,,2014,Toyota,Highlander,Automatic
4492,6285000,Lagos,foreign,9,,2008,Toyota,Tacoma,Automatic
4493,0,Lagos,foreign,24312,,2003,Toyota,Corolla,Automatic
4494,3645000,Lagos,foreign,0,,2008,Toyota,RAV 4,Automatic
4495,877500,Lagos,foreign,117428,,1999,Toyota,Camry,Automatic
4496,0,Lagos,foreign,0,,2008,Lexus,ES 350,Automatic
4497,2775000,Lagos,foreign,0,,2009,Toyota,Camry,Automatic
4498,9475000,Lagos,foreign,0,,2013,Toyota,Highlander,Automatic
4499,8485000,Lagos,foreign,24860,,2017,Honda,CR-V,Automatic
4500,6065000,Lagos,foreign,87000,,2010,Mercedes-Benz,E 350,Automatic
4501,6615000,Lagos,foreign,1,,2013,Honda,Accord,Automatic
4502,3120000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
4503,10465000,Lagos,foreign,52436,,2011,Mercedes-Benz,S 550,Automatic
4504,0,Lagos,foreign,79811,,2008,Toyota,RAV 4,Automatic
4505,0,Lagos,foreign,0,,2007,Mercedes-Benz,E 350,Automatic
4506,1222500,Lagos,foreign,0,,2001,Dodge,Caravan,Automatic
4507,2717500,Osun,foreign,0,,2006,Toyota,Avalon,Automatic
4508,3755000,Lagos,foreign,0,,2008,Acura,MDX,Automatic
4509,2545000,Lagos,foreign,0,,2009,Toyota,Corolla,Automatic
4510,6615000,Lagos,foreign,0,,2007,BMW,X5,Automatic
4511,0,Lagos,foreign,45337,,2012,Mercedes-Benz,ML 350,Automatic
4512,2545000,Lagos,foreign,963231,,2002,Toyota,4-Runner,Automatic
4513,1337500,Lagos,foreign,125000,,2000,Lexus,IS 200,Automatic
4514,2832500,Lagos,foreign,1,,2004,Toyota,Sienna,Automatic
4515,0,Lagos,foreign,65285,,2013,Toyota,Highlander,Automatic
4516,1337500,Lagos,foreign,95884,,2002,Toyota,Sienna,Automatic
4517,2890000,Lagos,foreign,69,,2007,Toyota,RAV 4,Automatic
4518,0,Abuja,foreign,71000,,2013,Mercedes-Benz,GLK 350,Automatic
4519,9915000,Lagos,foreign,0,,2012,Ford,F 150,Automatic
4520,3235000,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic
4521,2315000,Lagos,foreign,45000,,2006,Toyota,Yaris,Automatic
4522,2947500,Lagos,foreign,58642,,2005,Lexus,ES 300,Automatic
4523,3292500,Lagos,foreign,87000,,2005,Toyota,Sienna,Automatic
4524,3425000,Lagos,foreign,0,,2010,Toyota,Camry,Automatic
4525,3865000,Lagos,foreign,188021,,2008,Lexus,RX 200,Automatic
4526,3865000,Lagos,foreign,62142,,2007,Toyota,Camry,Automatic
4527,6505000,Lagos,foreign,32,,2012,Toyota,Sienna,Automatic
4528,2545000,Lagos,foreign,0,,2006,Acura,MDX,Automatic
4529,14865000,Lagos,foreign,47517,,2017,Toyota,RAV 4,Automatic
4530,0,Lagos,foreign,31665,,2017,Ford,F 150,Automatic
4531,1648000,Lagos,foreign,132800,,2000,Lexus,RX 300,Automatic
4532,0,Lagos,foreign,32,,2016,Toyota,RAV 4,Automatic
4533,3535000,Lagos,foreign,65,,2008,Toyota,Sienna,Automatic
4534,4745000,Lagos,foreign,0,,2011,Lexus,ES 350,Automatic
4535,3465000,Lagos,foreign,0,,2008,Acura,MDX,Automatic
4536,0,Lagos,foreign,0,,2005,Honda,Pilot,Automatic
4537,23665000,Lagos,foreign,0,,2019,Toyota,Highlander,Automatic
4538,4965000,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic
4539,17615000,Lagos,foreign,0,,2011,Toyota,Land Cruiser,Automatic
4540,3033750,Lagos,foreign,116514,,2009,Toyota,Camry,Automatic
4541,3535000,Lagos,foreign,81500,,2010,Ford,Escape,Automatic
4542,9255000,Lagos,foreign,0,,2013,Lexus,RX 200,Automatic
4543,0,Lagos,foreign,87,,2011,Lexus,GX 460,Automatic
4544,0,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4545,30265000,Lagos,foreign,39826,,2017,Land,Rover Range Rover Sport,Automatic
4546,4250000,Lagos,foreign,73995,,2008,Mercedes-Benz,C 300,Automatic
4547,0,Lagos,foreign,62541,,2010,Mercedes-Benz,C 300,Automatic
4548,3062500,Lagos,foreign,51252,,2010,Honda,Accord,Automatic
4549,3920000,Lagos,foreign,109646,,2011,Toyota,Corolla,Automatic
4550,0,Lagos,foreign,0,,2008,Lexus,RX 200,Automatic
4551,3465000,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic
4552,1970000,Lagos,foreign,76000,,2010,Honda,Accord,Automatic
4553,5185000,Lagos,foreign,65421,,2010,Lexus,ES 350,Automatic
4554,3865000,Lagos,foreign,0,,2008,Infiniti,EX,Automatic
4555,6945000,Lagos,foreign,0,,2011,Mercedes-Benz,GLK 350,Automatic
4556,3292500,Lagos,foreign,86534,,2007,Toyota,Camry,Automatic
4557,5515000,Lagos,foreign,76881,,2010,Mercedes-Benz,ML 350,Automatic
4558,0,Lagos,foreign,88452,,2010,Toyota,RAV 4,Automatic
4559,3645000,Lagos,foreign,0,,2008,Toyota,RAV 4,Automatic
4560,2430000,Lagos,foreign,0,,2006,Toyota,Sienna,Automatic
4561,0,Lagos,foreign,84523,,2011,Toyota,Camry,Automatic
4562,4800000,Lagos,foreign,9865,,2008,Lexus,RX 200,Automatic
4563,2085000,Lagos,foreign,84732,,2002,Toyota,Camry,Automatic
4564,819999,Lagos,foreign,0,,2001,Toyota,Camry,Automatic
4565,4250000,Lagos,foreign,0,,2013,Toyota,Corolla,Automatic
4566,0,Lagos,foreign,80000,,2011,Land,Rover Range Rover Sport,Automatic
4567,0,Lagos,foreign,62134,,2012,Toyota,Corolla,Automatic
4568,7385000,Lagos,foreign,56411,,2010,Toyota,Tacoma,Automatic
4569,0,Lagos,foreign,0,,2006,Acura,MDX,Automatic
