,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission
12429,0,Lagos,foreign,49851,,2011,Mercedes-Benz,GLK 350,Automatic
12430,4085000,Lagos,foreign,87635,,2011,Toyota,Camry,Automatic
12431,0,Lagos,foreign,80000,,2014,Toyota,Avalon,Automatic
12432,2660000,Lagos,foreign,0,,2007,Toyota,Corolla,Automatic
12433,0,Lagos,foreign,50717,,2016,Lexus,RX 350,Automatic
12434,6175000,Lagos,foreign,50,,2012,Mercedes-Benz,C 300,Automatic
12435,3235000,Lagos,foreign,110000,,2007,Toyota,Highlander,Automatic
12436,3350000,Lagos,foreign,89955,,2008,Honda,CR-V,Automatic
12437,3235000,Ibadan,foreign,0,,2011,Toyota,Camry,Automatic
12438,21465000,Lagos,foreign,16738,,2018,Mercedes-Benz,GLC 300,Automatic
12439,3005000,Lagos,foreign,0,,2008,Honda,Accord,Automatic
12440,4250000,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
12441,2315000,Lagos,foreign,71,,2010,Toyota,Camry,Automatic
12442,0,Lagos,foreign,52152,,2011,Lexus,ES 350,Automatic
12443,4415000,Lagos,foreign,2513,,2007,Lexus,RX 350,Automatic
12444,19595000,Lagos,foreign,23555,,2015,Lexus,GX 460,Automatic
12445,7715000,Lagos,foreign,0,,2010,Lexus,RX 350,Automatic
12446,3350000,Lagos,foreign,0,,2010,Toyota,Matrix,Automatic
12447,26415000,Lagos,foreign,0,,2017,Lexus,GX 470,Automatic
12448,5515000,Lagos,foreign,53981,,2009,Mercedes-Benz,C 300,Automatic
12449,4305000,Lagos,foreign,73637,,2008,Lexus,ES 350,Automatic
12450,3920000,Abuja,foreign,83000,,2008,Mercedes-Benz,C 300,Automatic
12451,3465000,Lagos,foreign,76449,,2008,Toyota,Hiace,Automatic
12452,0,Lagos,foreign,25332,,2017,Toyota,Corolla,Automatic
12453,0,Lagos,foreign,0,,2005,Toyota,4-Runner,Automatic
12454,2372500,Lagos,foreign,89905,,2005,Lexus,ES 300,Automatic
12455,4085000,Lagos,foreign,0,,2009,Mercedes-Benz,C 300,Automatic
12456,8815000,Lagos,foreign,0,,2012,Mercedes-Benz,ML 350,Automatic
12457,19265000,Lagos,foreign,63212,,2016,Lexus,RX 350,Automatic
12458,0,Lagos,foreign,265542,,2009,Toyota,Sienna,Automatic
12459,0,Lagos,foreign,67102,,2013,Toyota,RAV 4,Automatic
12460,0,Lagos,foreign,0,,2007,Lexus,RX 350,Automatic
12461,3865000,Lagos,foreign,62142,,2010,Toyota,Camry,Automatic
12462,3292500,Lagos,foreign,0,,2009,Toyota,Camry,Automatic
12463,0,Lagos,foreign,23245,,2017,Hyundai,Tucson,Automatic
12464,3865000,Lagos,foreign,50252,,2011,Toyota,Camry,Automatic
12465,4965000,Lagos,foreign,20557,,2012,Toyota,Camry,Automatic
12466,2430000,Lagos,foreign,152000,,2008,Toyota,RAV 4,Automatic
12467,14315000,Lagos,foreign,19000,,2017,Toyota,Avalon,Automatic
12468,32465000,Lagos,foreign,33553,,2017,Mercedes-Benz,GLS 450,Automatic
12469,7715000,Lagos,foreign,35000,,2014,Mercedes-Benz,GLK 350,Automatic
12470,2200000,Lagos,foreign,51536,,2005,Toyota,Camry,Automatic
12471,0,Lagos,foreign,91307,,2010,Lexus,ES 350,Automatic
12472,6065000,Lagos,foreign,0,,2016,Toyota,Corolla,Automatic
12473,0,Lagos,foreign,0,,2007,Honda,Pilot,Automatic
12474,3535000,Lagos,foreign,80000,,2008,Acura,MDX,Automatic
12475,5845000,Lagos,foreign,89372,,2011,Toyota,Venza,Automatic
12476,2085000,Lagos,foreign,464356,,2014,Nissan,Almera,Automatic
12477,2660000,Lagos,foreign,52349,,2008,Toyota,Camry,Automatic
12478,0,Lagos,foreign,10000,,2006,Mercedes-Benz,CLS 350,Automatic
12479,0,Lagos,foreign,102000,,2015,Toyota,Venza,Automatic
12480,3120000,Lagos,foreign,65355,,2006,Toyota,Corolla,Automatic
12481,2660000,Lagos,foreign,0,,2003,Lexus,RX 200,Automatic
12482,3235000,Lagos,foreign,68524,,2004,Lexus,ES 330,Automatic
12483,16515000,Lagos,foreign,26000,,2017,Lexus,RX 350,Automatic
12484,11565000,Lagos,foreign,52369,,2016,Toyota,RAV 4,Automatic
12485,0,Lagos,foreign,0,,2010,Toyota,Tacoma,Automatic
12486,3865000,Lagos,foreign,72000,,2008,Lexus,ES 350,Automatic
12487,4195000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
12488,0,Lagos,foreign,142000,,2013,Honda,Accord,Automatic
12489,0,Lagos,foreign,854266,,2009,Acura,MDX,Automatic
12490,5735000,Lagos,foreign,78000,,2014,Toyota,Camry,Automatic
12491,2867000,Lagos,foreign,0,,2004,Lexus,RX 200,Automatic
12492,0,Lagos,foreign,10000,,2016,Mercedes-Benz,GLE 350,Automatic
12493,6065000,Lagos,foreign,0,,2010,Toyota,Highlander,Automatic
12494,29715000,Lagos,foreign,27212,,2016,Mercedes-Benz,GLE 450,Automatic
12495,3120000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
12496,5075000,Lagos,foreign,73000,,2014,Mercedes-Benz,E 350,Automatic
12497,0,Lagos,foreign,0,,2009,Toyota,Camry,Automatic
12498,0,Lagos,foreign,8652,,2013,Honda,Accord,Automatic
12499,2545000,Lagos,foreign,0,,2006,Toyota,Highlander,Automatic
12500,8815000,Lagos,foreign,0,,2013,Toyota,RAV 4,Automatic
12501,3465000,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic
12502,5295000,Lagos,foreign,1243,,2011,Toyota,Venza,Automatic
12503,0,Lagos,foreign,0,,2008,Acura,MDX,Automatic
12504,2717500,Lagos,foreign,46325,,2005,Toyota,Corolla,Automatic
12505,15415000,Lagos,foreign,0,,2013,Toyota,Hilux,Automatic
12506,0,Lagos,foreign,0,,2011,Acura,MDX,Automatic
12507,3235000,Lagos,foreign,0,,2008,Toyota,Corolla,Automatic
12508,21795000,Lagos,foreign,36663,,2014,Land,Rover Range Rover Sport,Automatic
12509,7715000,Lagos,foreign,92000,,2008,Lexus,GX 470,Automatic
12510,6395000,Lagos,foreign,68000,,2017,Toyota,Camry,Automatic
12511,4800000,Lagos,foreign,83948,,2011,Lexus,ES 350,Automatic
12512,11015000,Lagos,foreign,0,,2010,Acura,ZDX,Automatic
12513,6505000,Lagos,foreign,97115,,2008,Toyota,Tacoma,Automatic
12514,6065000,Lagos,foreign,1135,,2009,Mercedes-Benz,ML 350,Automatic
12515,0,Lagos,foreign,76000,,2010,Toyota,Corolla,Automatic
12516,2832500,Lagos,foreign,76899,,2009,Pontiac,Vibe,Automatic
12517,2200000,Lagos,foreign,75214,,2004,Toyota,Avalon,Automatic
12518,0,Lagos,foreign,56322,,2006,Toyota,Hiace,Automatic
12519,8265000,Lagos,foreign,53604,,2010,Lexus,RX 350,Automatic
12520,3645000,Lagos,foreign,9523,,2008,Toyota,Highlander,Automatic
12521,10740000,Lagos,foreign,0,,2016,Toyota,Avalon,Automatic
12522,4855000,Lagos,foreign,0,,2011,Toyota,RAV 4,Automatic
12523,4745000,Lagos,foreign,54231,,2013,Toyota,Camry,Automatic
12524,2947500,Lagos,foreign,84523,,2006,Lexus,ES 330,Automatic
12525,4305000,Lagos,foreign,0,,2008,Toyota,4-Runner,Automatic
12526,3865000,Lagos,foreign,69000,,2008,Lexus,ES 350,Automatic
12527,0,Lagos,foreign,34533,,2012,Mercedes-Benz,ML 350,Automatic
12528,24215000,Lagos,foreign,0,,2016,Toyota,Land Cruiser,Automatic
12529,2889999,Lagos,foreign,81245,,2008,Mazda,CX-9,Automatic
12530,2142500,Lagos,foreign,55,,2005,Lexus,LS 430,Automatic
12532,18715000,Lagos,foreign,0,,2018,Toyota,Hiace,Automatic
12535,5295000,Lagos,foreign,14231,,2012,Toyota,Venza,Automatic
12536,2177000,Lagos,foreign,71425,,2004,Toyota,Corolla,Automatic
12537,4745000,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic
12538,2890000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
12539,2545000,Lagos,foreign,0,,2006,Toyota,Corolla,Automatic
12540,2073500,Lagos,foreign,91883,,2005,Toyota,Matrix,Automatic
12541,0,Lagos,foreign,0,,2008,Acura,MDX,Automatic
12542,3177500,Lagos,foreign,0,,2008,Toyota,Avalon,Automatic
12543,7495000,Lagos,foreign,34532,,2010,Toyota,Venza,Automatic
12544,4195000,Lagos,foreign,71652,,2012,Toyota,Corolla,Automatic
12545,3865000,Lagos,foreign,0,,2009,Toyota,Highlander,Automatic
12546,25315000,Enugu,foreign,202534,,2013,Lexus,LX 570,Automatic
12547,6615000,Lagos,foreign,65322,,2011,Mercedes-Benz,ML 350,Automatic
12548,3535000,Lagos,foreign,0,,2010,Toyota,Camry,Automatic
12549,26965000,Lagos,foreign,10000,,2015,Land,Rover Range Rover Evoque,Automatic
12550,8265000,Lagos,foreign,0,,2011,Toyota,Sequoia,Automatic
12551,0,Lagos,foreign,100000,,2003,Toyota,Matrix,Automatic
12552,11895000,Lagos,foreign,0,,2019,Toyota,Corolla,Automatic
12553,5515000,Lagos,foreign,48000,,2012,GMC,Terrain,Automatic
12554,4415000,Ibadan,foreign,0,,2013,Toyota,Camry,Automatic
12555,0,Lagos,foreign,168896,,2004,Mazda,MPV,Automatic
12556,16515000,Lagos,foreign,38000,,2017,Ford,Explorer,Automatic
12557,3430500,Lagos,foreign,96254,,2009,Toyota,Corolla,Automatic
12558,5515000,Lagos,foreign,0,,2008,Toyota,Highlander,Automatic
12559,4195000,Lagos,foreign,89000,,2007,Lincoln,Navigator,Automatic
12560,4415000,Lagos,foreign,0,,2009,Mercedes-Benz,C 300,Automatic
12561,0,Lagos,foreign,0,,2008,Toyota,Corolla,Automatic
12562,3865000,Lagos,foreign,90000,,2011,Mercedes-Benz,E 350,Automatic
12563,2775000,Lagos,foreign,0,,2004,Lexus,ES 300,Automatic
12564,3535000,Lagos,foreign,0,,2006,Lexus,RX 200,Automatic
12565,2292000,Lagos,foreign,79689,,2004,Toyota,Corolla,Automatic
12566,4415000,Lagos,foreign,0,,2010,Acura,TL,Automatic
12567,3177500,Lagos,foreign,98282,,2009,Toyota,Corolla,Automatic
12568,1826250,Enugu,foreign,75100,,2003,Toyota,Corolla,Automatic
12569,877500,Edo,foreign,38508,,2007,Nissan,Murano,Automatic
12570,4965000,Lagos,foreign,92000,,2006,Mercedes-Benz,ML 350,Automatic
12571,4965000,Lagos,foreign,10000,,2004,Lexus,GX 470,Automatic
12572,0,Lagos,foreign,62211,,2011,Lexus,RX 200,Automatic
12573,3975000,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic
12574,1257000,Lagos,foreign,102453,,2003,Toyota,Camry,Automatic
12575,0,Lagos,foreign,110265,,2005,Lexus,ES 330,Automatic
12576,0,Lagos,foreign,0,,2008,Acura,MDX,Automatic
12577,12995000,Lagos,foreign,0,,2012,Lexus,GX 470,Automatic
12578,18165000,Lagos,foreign,7015,,2015,Lexus,GX 460,Automatic
12579,2890000,Lagos,foreign,0,,2004,Toyota,Sienna,Automatic
12580,4305000,Lagos,foreign,55210,,2009,Toyota,Camry,Automatic
12581,0,Lagos,foreign,0,,2018,Toyota,Highlander,Automatic
12582,0,Lagos,foreign,63221,,2010,Toyota,Camry,Automatic
12583,2717500,Lagos,foreign,785421,,2003,Lexus,RX 300,Automatic
12584,6065000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
12585,3975000,Lagos,foreign,102351,,2010,Toyota,Camry,Automatic
12586,5295000,Lagos,foreign,0,,2007,Mercedes-Benz,GL 450,Automatic
12587,11015000,Lagos,foreign,0,,2013,Mercedes-Benz,GLK 350,Automatic
12588,2487500,Lagos,foreign,9815231,,2005,Toyota,Camry,Automatic
12589,2430000,Lagos,foreign,0,,2006,Acura,MDX,Automatic
12590,3645000,Lagos,foreign,0,,2009,Toyota,Camry,Automatic
12591,7605000,Lagos,foreign,10000,,2012,Toyota,Highlander,Automatic
12592,6285000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
12593,3235000,Lagos,foreign,0,,2004,Mercedes-Benz,E 320,Automatic
12594,4745000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
12595,4140000,Kaduna,foreign,0,,2013,Toyota,Corolla,Automatic
12596,0,Lagos,foreign,0,,2007,Lexus,GX 470,Automatic
12597,0,Lagos,foreign,29644,,2013,Toyota,Sienna,Automatic
12598,5790000,Lagos,foreign,985134,,2010,Mercedes-Benz,ML 350,Automatic
12599,0,Lagos,foreign,97102,,2011,Hyundai,Sonata,Automatic
12600,2545000,Lagos,foreign,98000,,2005,Toyota,Highlander,Automatic
12601,2315000,Lagos,foreign,132625,,2003,Toyota,Sienna,Automatic
12602,9365000,Lagos,foreign,35144,,2014,Toyota,Venza,Automatic
12603,3480000,Lagos,foreign,102763,,2009,Toyota,Camry,Automatic
12604,4415000,Lagos,foreign,0,,2013,Toyota,Camry,Automatic
12605,23665000,Lagos,foreign,6056,,2019,Toyota,Highlander,Automatic
12606,8265000,Lagos,foreign,91409,,2015,Toyota,Avalon,Automatic
12607,2775000,Lagos,foreign,0,,2002,Lexus,RX 300,Automatic
12608,5845000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
12609,0,Lagos,foreign,63855,,2005,Mercedes-Benz,ML 350,Automatic
12610,0,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
12611,1107500,Lagos,foreign,71200,,2007,Toyota,Avensis,Automatic
12612,7275000,Lagos,foreign,104000,,2010,Lexus,RX 350,Automatic
12613,3407500,Lagos,foreign,0,,2010,Lexus,ES 350,Automatic
12614,4855000,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic
12615,2200000,Lagos,foreign,0,,2003,Toyota,Sienna,Automatic
12616,2890000,Lagos,foreign,72153,,2005,Toyota,Sienna,Automatic
12617,3062500,Lagos,foreign,75893,,2008,Lexus,ES 300,Automatic
12618,3425000,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic
12619,0,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
12620,19265000,Lagos,foreign,0,,2017,Toyota,Land Cruiser,Automatic
12621,3865000,Lagos,foreign,0,,2007,Toyota,Highlander,Automatic
12622,0,Lagos,foreign,36,,2013,Hyundai,Sonata,Automatic
12623,3005000,Lagos,foreign,82000,,2008,Toyota,Camry,Automatic
12624,0,Lagos,foreign,32404,,2017,Toyota,RAV 4,Automatic
12625,3865000,Lagos,foreign,0,,2010,Toyota,Camry,Automatic
12626,8265000,Lagos,foreign,0,,2013,Toyota,Venza,Automatic
12627,0,Lagos,foreign,46377,,2010,Lexus,GX 470,Automatic
12628,4250000,Lagos,foreign,0,,2008,Acura,MDX,Automatic
12629,7605000,Lagos,foreign,0,,2011,Toyota,Avalon,Automatic
12630,0,Lagos,foreign,75893,,2005,Lexus,GX 470,Automatic
12631,3535000,Lagos,foreign,0,,2008,Toyota,Avalon,Automatic
12632,4415000,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic
12633,2717500,Lagos,foreign,91883,,2007,Honda,CR-V,Automatic
12634,0,Lagos,foreign,0,,2008,Toyota,Highlander,Automatic
12635,0,Lagos,foreign,25000,,2018,Lexus,LX 570,Automatic
12636,1107500,Lagos,foreign,62000,,2009,Kia,Rio,Automatic
12637,7715000,Lagos,foreign,0,,2012,Mercedes-Benz,GLK 350,Automatic
12638,0,Lagos,foreign,84613,,2009,Toyota,Camry,Automatic
12639,5020000,Lagos,foreign,74000,,2008,Toyota,Tundra,Automatic
12640,19265000,Lagos,foreign,24000,,2017,Mercedes-Benz,E 300,Automatic
12641,3120000,Abuja,foreign,104000,,2008,Toyota,Sienna,Automatic
12642,4965000,Lagos,foreign,0,,2009,Toyota,Highlander,Automatic
12643,4965000,Lagos,foreign,22000,,2015,Toyota,Corolla,Automatic
12644,4415000,Lagos,foreign,45000,,2014,Honda,Accord,Automatic
12645,4195000,Lagos,foreign,75444,,2007,Lexus,ES 350,Automatic
12646,5790000,Lagos,foreign,73000,,2010,BMW,X5,Automatic
12647,3700000,Lagos,foreign,1,,2004,Toyota,4-Runner,Automatic
12648,3645000,Lagos,foreign,0,,2007,Lexus,ES 300,Automatic
12649,4965000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
12651,3645000,Lagos,foreign,0,,2008,Acura,MDX,Automatic
12652,4360000,Lagos,foreign,0,,2008,Lexus,ES 350,Automatic
12653,0,Lagos,foreign,56000,,2013,Ford,Explorer,Automatic
12654,1337500,Lagos,foreign,88000,,2012,Kia,Soul,Automatic
12655,2890000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
12656,0,Lagos,foreign,62233,,2013,Toyota,Camry,Automatic
12657,0,Lagos,foreign,72534,,2005,Mercedes-Benz,ML 350,Automatic
12658,3005000,Lagos,foreign,0,,2013,Nissan,Altima,Automatic
12660,3425000,Lagos,foreign,0,,2010,Toyota,Camry,Automatic
12661,0,Lagos,foreign,0,,2013,Ford,Explorer,Automatic
12662,5295000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
12663,7165000,Lagos,foreign,52,,2011,Toyota,Sienna,Automatic
12664,0,Lagos,foreign,76000,,2015,Toyota,Highlander,Automatic
12665,4635000,Lagos,foreign,57288,,2010,Toyota,RAV 4,Automatic
12666,24765000,Lagos,foreign,2000,,2019,Lexus,RX 350,Automatic
12667,4965000,Lagos,foreign,73672,,2011,Acura,MDX,Automatic
12668,0,Lagos,foreign,126102,,2012,Toyota,Tacoma,Automatic
12669,58315000,Lagos,foreign,20,,2020,Lexus,GX 460,Automatic
12670,0,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
12671,4635000,Lagos,foreign,0,,2008,Mercedes-Benz,R 300,Automatic
12672,0,Lagos,foreign,45236,,2008,Toyota,FJ,Automatic
12673,4635000,Lagos,foreign,82301,,2008,Mercedes-Benz,ML 350,Automatic
12674,3645000,Lagos,foreign,0,,2007,Lexus,GS 350,Automatic
12675,0,Lagos,foreign,62213,,2012,Toyota,Camry,Automatic
12676,0,Lagos,foreign,40000,,2016,Lexus,GX 460,Automatic
12677,1717000,Lagos,foreign,102487,,2006,Toyota,Corolla,Automatic
12678,0,Lagos,foreign,0,,2010,Toyota,Highlander,Automatic
12679,0,Lagos,foreign,0,,2010,Mercedes-Benz,C 350,Automatic
12680,4415000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
12681,0,Lagos,foreign,52674,,2008,Lexus,ES 350,Automatic
12682,46215000,Lagos,foreign,46354,,2017,Lexus,LX 470,Automatic
12683,0,Lagos,foreign,102000,,2008,Honda,Accord,Automatic
12684,15965000,Lagos,foreign,0,,2013,Toyota,Sequoia,Automatic
12685,2947500,Lagos,foreign,0,,2012,Hyundai,ix35,Automatic
12686,3177500,Lagos,foreign,0,,2008,Toyota,RAV 4,Automatic
12687,2890000,Lagos,foreign,79219,,2008,Toyota,Camry,Automatic
12688,3235000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
12689,15415000,Lagos,foreign,0,,2015,Mercedes-Benz,ML 350,Automatic
12690,3865000,Lagos,foreign,0,,2007,Lexus,RX 350,Automatic
12691,3425000,Lagos,foreign,0,,2012,Toyota,Corolla,Automatic
12692,0,Lagos,foreign,75993,,2002,Toyota,Sienna,Automatic
12693,6835000,Lagos,foreign,68166,,2011,Toyota,Venza,Automatic
12694,2717500,Lagos,foreign,84235,,2005,Lexus,ES 300,Automatic
12695,4965000,Lagos,foreign,0,,2008,Lexus,RX 200,Automatic
12696,8815000,Lagos,foreign,0,,2013,Toyota,RAV 4,Automatic
12697,1337500,Lagos,foreign,114113,,2004,Toyota,Corolla,Automatic
12698,3338500,Lagos,foreign,91883,,2008,Toyota,Highlander,Automatic
12699,20365000,Lagos,foreign,0,,2018,Lexus,GX 470,Automatic
12700,0,Lagos,foreign,71123,,2008,Lexus,ES 300,Automatic
12701,2602500,Lagos,foreign,124631,,2002,Toyota,4-Runner,Automatic
12702,0,Lagos,foreign,0,,2009,Acura,MDX,Automatic
12703,3465000,Lagos,foreign,856231,,2008,Toyota,RAV 4,Automatic
12704,2545000,Lagos,foreign,0,,2005,Toyota,Corolla,Automatic
12705,1947000,Lagos,foreign,185000,,2002,Toyota,Tundra,Automatic
12706,8815000,Lagos,foreign,0,,2014,Mercedes-Benz,E 350,Automatic
12707,11565000,Lagos,foreign,0,,2016,Toyota,Highlander,Automatic
12708,6395000,Lagos,foreign,38396,,2012,Ford,Edge,Automatic
12709,3425000,Lagos,foreign,59000,,2008,Mercedes-Benz,ML 350,Automatic
12710,2602500,Lagos,foreign,0,,2005,Lexus,ES 300,Automatic
12711,0,Lagos,foreign,95,,2009,Toyota,Camry,Automatic
12712,5130000,Lagos,foreign,70200,,2005,Lexus,GX 470,Automatic
12713,9365000,Lagos,foreign,71902,,2015,Lexus,RX 350,Automatic
12714,3590000,Lagos,foreign,523651,,2008,Toyota,RAV 4,Automatic
12715,0,Lagos,foreign,71252,,2010,Toyota,Venza,Automatic
12716,3120000,Lagos,foreign,73838,,2007,Toyota,Avalon,Automatic
12717,0,Lagos,foreign,0,,2005,Toyota,4-Runner,Automatic
12718,5295000,Lagos,foreign,85217,,2010,Lexus,ES 350,Automatic
12719,0,Lagos,foreign,61072,,2013,Toyota,Corolla,Automatic
12720,5350000,Lagos,foreign,45339,,2010,Toyota,RAV 4,Automatic
12721,4965000,Lagos,foreign,450000,,2014,Toyota,Camry,Automatic
12722,8595000,Lagos,foreign,0,,2013,Toyota,Venza,Automatic
12723,13105000,Lagos,foreign,10000,,2014,Infiniti,QX80,Automatic
12724,4415000,Lagos,foreign,54608,,2008,Lexus,ES 350,Automatic
12725,0,Lagos,foreign,10000,,2004,Ford,Explorer,Automatic
12726,4195000,Lagos,foreign,1,,2008,Lexus,ES 350,Automatic
12727,4085000,Abuja,foreign,100,,2009,Jaguar,XF,Automatic
12728,3535000,Enugu,foreign,92801,,2012,Honda,Accord,Automatic
12729,3810000,Lagos,foreign,1,,2008,Acura,MDX,Automatic
12730,7715000,Lagos,foreign,112655,,2014,Mercedes-Benz,C 300,Automatic
12731,4085000,Lagos,foreign,0,,2011,Mercedes-Benz,E 550,Automatic
12732,7935000,Lagos,foreign,63,,2013,Toyota,Venza,Automatic
12733,1395000,Lagos,foreign,229405,,2006,Honda,Accord,Automatic
12734,992500,Lagos,foreign,12113,,2002,Toyota,Camry,Automatic
12735,6395000,Lagos,foreign,45000,,2011,Mercedes-Benz,E 350,Automatic
12736,3350000,Lagos,foreign,98155,,2005,Toyota,Highlander,Automatic
12737,3465000,Lagos,foreign,945212,,2008,Toyota,Camry,Automatic
12738,2200000,Lagos,foreign,76900,,2003,Toyota,Sienna,Automatic
12739,1452500,Lagos,foreign,127000,,2005,Nissan,Quest,Automatic
12740,11565000,Lagos,foreign,53226,,2014,Jeep,Wrangler,Automatic
12741,2890000,Lagos,foreign,125358,,2001,Toyota,Avensis,Automatic
12742,7495000,Lagos,foreign,0,,2008,Lexus,GX 470,Automatic
12743,18715000,Lagos,foreign,0,,2018,Toyota,Highlander,Automatic
12744,0,Lagos,foreign,80000,,2008,Toyota,Avalon,Automatic
12745,0,Lagos,foreign,0,,2010,Lexus,ES 350,Automatic
12746,0,Lagos,foreign,53185,,2010,Lexus,RX 350,Automatic
12747,2372500,Lagos,foreign,85877,,2005,Toyota,Corolla,Automatic
12748,19595000,Lagos,foreign,21965,,2013,Toyota,Land Cruiser,Automatic
12749,3177500,Lagos,foreign,71628,,2005,Toyota,RAV 4,Automatic
12750,0,Lagos,foreign,32541,,2006,Toyota,Corolla,Automatic
12751,4030000,Lagos,foreign,0,,2009,Mercedes-Benz,C 300,Automatic
12752,2993500,Lagos,foreign,132973,,2007,Toyota,Camry,Automatic
12753,3865000,Lagos,foreign,53137,,2011,Toyota,Camry,Automatic
12754,2315000,Lagos,foreign,0,,2004,Toyota,Camry,Automatic
12755,10355000,Lagos,foreign,53243,,2012,Mercedes-Benz,ML 350,Automatic
12756,9365000,Lagos,foreign,1,,2013,Toyota,Highlander,Automatic
12757,0,Lagos,foreign,87000,,2013,Mercedes-Benz,ML 350,Automatic
12758,3350000,Lagos,foreign,0,,2005,Infiniti,FX,Automatic
12759,7935000,Lagos,foreign,852315,,2008,Lexus,GX 470,Automatic
12760,15415000,Lagos,foreign,0,,2015,Toyota,Hilux,Automatic
12761,12665000,Lagos,foreign,11082,,2015,Lexus,ES 350,Automatic
12762,2085000,Lagos,foreign,100000,,2008,Honda,Accord,Automatic
12763,3062500,Lagos,foreign,65822,,2008,Toyota,Camry,Automatic
12764,6065000,Lagos,foreign,112283,,2010,Lexus,IS 250,Automatic
12765,3235000,Lagos,foreign,4324,,2005,Toyota,Sienna,Automatic
12766,4360000,Lagos,foreign,85046,,2005,Lexus,RX 330,Automatic
12767,2602500,Lagos,foreign,0,,2005,Lexus,ES 300,Automatic
12768,4965000,Lagos,foreign,52,,2014,Toyota,Camry,Automatic
12769,2545000,Lagos,foreign,155321,,2008,Toyota,Camry,Automatic
12770,2372500,Lagos,foreign,0,,2000,Lexus,RX 300,Automatic
12771,7165000,Lagos,foreign,67000,,2012,Toyota,Highlander,Automatic
12772,18165000,Lagos,foreign,46635,,2018,Lexus,NX 200,Automatic
12773,0,Lagos,foreign,0,,2008,Acura,MDX,Automatic
12774,0,Lagos,foreign,42908,,2013,Toyota,Hiace,Automatic
12775,4745000,Lagos,foreign,0,,2009,Mercedes-Benz,C 300,Automatic
12776,1855000,Lagos,foreign,15000,,2005,Toyota,Sienna,Automatic
12777,0,Lagos,foreign,8254,,2019,Toyota,Land Cruiser,Automatic
12778,9035000,Lagos,foreign,8,,2008,Toyota,Tacoma,Automatic
12779,13765000,Lagos,foreign,6500,,2018,Toyota,Camry,Automatic
12780,3865000,Lagos,foreign,0,,2008,Lexus,ES 350,Automatic
12781,1832000,Lagos,foreign,112898,,2009,Toyota,Matrix,Automatic
12782,820000,Lagos,foreign,0,,2000,Toyota,RAV 4,Automatic
12783,6615000,Lagos,foreign,0,,2012,Toyota,Highlander,Automatic
12784,10465000,Lagos,foreign,0,,2010,Mercedes-Benz,GLK 350,Automatic
12785,5295000,Lagos,foreign,0,,2010,Lexus,ES 350,Automatic
12786,6395000,Lagos,foreign,0,,2011,Mercedes-Benz,ML 350,Automatic
12787,6285000,Lagos,foreign,48391,,2012,Toyota,Camry,Automatic
12788,4745000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
12789,4965000,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic
12790,0,Lagos,foreign,185425,,1997,Toyota,RAV 4,Automatic
12791,4745000,Lagos,foreign,74000,,2011,Toyota,RAV 4,Automatic
12792,3645000,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic
12793,0,Lagos,foreign,0,,2014,Mercedes-Benz,GL 450,Automatic
12794,0,Lagos,foreign,23554,,2006,Mercedes-Benz,ML 500,Automatic
12795,17615000,Lagos,foreign,23000,,2016,Mercedes-Benz,C 300,Automatic
12796,0,Lagos,foreign,0,,2008,Acura,MDX,Automatic
12797,0,Lagos,foreign,63212,,2008,Lexus,GX 470,Automatic
12798,3465000,Lagos,foreign,63212,,2005,Lexus,ES 330,Automatic
12799,2717500,Lagos,foreign,152351,,2006,Toyota,Matrix,Automatic
12800,5383000,Lagos,foreign,0,,2008,Toyota,Highlander,Automatic
12801,7165000,Lagos,foreign,0,,2012,Toyota,Sienna,Automatic
12802,0,Lagos,foreign,86951,,2006,Toyota,Corolla,Automatic
12803,2775000,Lagos,foreign,80000,,2010,Honda,Accord,Automatic
12804,10795000,Lagos,foreign,0,,2016,Toyota,RAV 4,Automatic
